effective_build_year,net_area,basement_finished,has_garage,has_fireplace,house_number,fully_taxable,building_count,walkout_basement,air_conditioning,tot_gross_area_description,lot_size,property_type,assessed_value
1972,193.1,0,0,0,8229,1,1,0,0,193.1,593.68,INDUSTRIAL,367500
1999,94,1,1,0,17,1,1,0,0,129.9,403,RESIDENTIAL,367500
2014,269.2,0,1,1,5097,1,1,1,0,313.9,412.697,RESIDENTIAL,367500
2012,135.1,1,1,0,3025,1,1,0,0,163.7,268.052,RESIDENTIAL,367500
2010,135.1,0,1,1,2013,1,1,0,0,175.2,299.488,RESIDENTIAL,367500
1991,93.33,1,1,1,834,1,1,0,0,142.24,595.619,RESIDENTIAL,367500
1995,109.42,0,1,0,1736,1,1,0,0,145.52,629.794,RESIDENTIAL,367500
1986,125,1,1,0,279,1,1,0,0,125,517.968,MULTI-RES,367500
2011,120.8,0,1,0,5052,1,1,0,0,158.01,304.422,RESIDENTIAL,367500
2007,124,0,0,0,7805,1,1,0,0,124,303.522,RESIDENTIAL,367500
2007,126.6,0,0,0,7807,1,1,0,0,126.6,303.541,RESIDENTIAL,367500
2014,142.9,0,1,1,2728,1,1,0,0,181.7,309.384,RESIDENTIAL,367500
2008,124.1,0,0,0,9407,1,1,0,0,124.1,313.297,RESIDENTIAL,367500
2008,121.1,0,1,1,3605,1,1,0,0,146.8,315.897,RESIDENTIAL,367500
2005,124.4,0,1,1,20315,1,1,0,0,161.61,301.017,RESIDENTIAL,367500
2010,155.9,0,1,0,21308,1,1,0,0,179,346.942,RESIDENTIAL,367500
1942,83.18,1,1,0,7809,1,1,0,0,127.71,1082.079,RESIDENTIAL,367000
1984,148.08,0,1,0,15803,1,1,0,0,188.28,628.606,RESIDENTIAL,367000
1958,95.16,1,1,0,4619,1,1,0,0,123.97,587.832,RESIDENTIAL,367000
1957,98.6,1,1,0,4707,1,1,0,0,147.51,594.683,RESIDENTIAL,367000
1983,132.24,1,1,0,4608,1,1,0,0,191.49,540.693,RESIDENTIAL,367000
1966,155.84,1,1,0,4115,1,1,0,0,207.69,619.688,RESIDENTIAL,367000
1980,132.1,0,1,0,15930,1,1,0,0,176.99,518.035,RESIDENTIAL,367000
1965,121.22,1,1,1,13003,1,1,0,0,150.03,740.784,RESIDENTIAL,367000
1983,102.56,1,1,0,3520,1,1,0,0,138.56,508.02,RESIDENTIAL,367000
1999,126.8,0,1,1,1941,1,1,0,0,163.6,408.029,RESIDENTIAL,367000
1976,109.19,0,1,1,12227,1,1,0,0,151.89,1113.942,RESIDENTIAL,367000
1981,133.72,1,1,0,10211,1,1,0,0,178.61,510.799,RESIDENTIAL,367000
2007,100.5,0,1,1,4014,1,1,0,0,137.71,420.608,RESIDENTIAL,367000
2005,129.4,0,1,0,14024,1,1,0,0,170.27,311.386,RESIDENTIAL,367000
1962,98.65,1,1,0,8705,1,1,0,0,151.94,628.089,RESIDENTIAL,367000
1976,127.73,1,1,1,10617,1,1,0,0,154.53,789.905,RESIDENTIAL,367000
1990,105.32,0,1,1,9004,1,1,0,0,141.46,460.86,RESIDENTIAL,367000
1979,147.3,1,1,1,6811,1,1,0,0,212.29,604.197,RESIDENTIAL,367000
1979,180,1,1,1,10504,1,1,0,0,180,424.014,MULTI-RES,367000
2014,138.7,0,1,0,550,1,1,0,0,164.4,265.442,RESIDENTIAL,367000
1979,111.14,1,1,0,5410,1,1,0,0,156.03,612.951,RESIDENTIAL,367000
1983,107.97,0,1,1,5513,1,1,0,0,150.87,502.241,RESIDENTIAL,367000
1991,149.07,0,1,1,4332,1,1,0,0,180.97,464.07,RESIDENTIAL,367000
1975,110.18,1,1,0,8019,1,1,0,0,163.47,546.636,RESIDENTIAL,367000
1977,112.32,1,1,1,8808,1,1,0,0,163.42,715.094,RESIDENTIAL,367000
1977,111.44,1,1,0,6324,1,1,0,0,173.49,561.024,RESIDENTIAL,367000
1991,116,0,1,1,3220,1,1,0,0,116,558.19,MULTI-RES,367000
2003,108.6,0,1,0,15923,1,1,0,0,153.1,336.525,RESIDENTIAL,367000
1973,136.44,1,1,1,8816,1,1,0,0,165.25,664.191,RESIDENTIAL,367000
1968,93.98,1,1,1,10831,1,1,0,0,134.85,557.285,RESIDENTIAL,367000
1982,108.64,1,1,0,4720,1,1,0,0,153.17,514.675,RESIDENTIAL,367000
1979,131.25,0,1,1,1135,1,1,0,0,172.12,548.15,RESIDENTIAL,367000
1980,199,1,1,1,15110,1,1,0,0,199,354.088,MULTI-RES,367000
1978,92.54,1,1,0,1420,1,1,0,0,128.72,562.237,RESIDENTIAL,367000
1988,145.4,0,0,0,2905,1,1,0,0,145.4,396.165,COMMERCIAL,367000
1961,130.08,1,1,1,9836,1,1,0,0,167.2,557.244,RESIDENTIAL,367000
1974,166.71,1,1,1,4348,1,1,0,0,207.58,580.369,RESIDENTIAL,367000
1989,104.44,0,1,0,15336,1,1,0,0,144.05,469.65,RESIDENTIAL,367000
1977,103.7,1,1,0,1407,1,1,0,0,141.93,613.205,RESIDENTIAL,367000
1955,85.8,1,1,0,7320,1,1,0,0,134.8,523.926,RESIDENTIAL,367000
1956,103.34,1,1,1,7108,1,1,0,0,136.17,799.245,RESIDENTIAL,367000
1981,122.27,0,1,0,2419,1,1,0,0,163.14,548.514,RESIDENTIAL,367000
1977,111.5,0,1,0,3136,1,1,0,0,184.21,580.601,RESIDENTIAL,367000
1974,118.64,0,1,1,17914,1,1,0,0,171.93,752.323,RESIDENTIAL,367000
1975,111.02,1,1,1,1048,1,1,0,0,151.89,722.415,RESIDENTIAL,367000
1975,119.04,1,1,1,4335,1,1,0,0,172.33,667.563,RESIDENTIAL,367000
1975,110.2,1,1,1,1804,1,1,0,0,158.38,635.221,RESIDENTIAL,367000
2007,91.5,1,1,0,17903,1,1,0,0,128.7,404.874,RESIDENTIAL,367000
1975,129.04,1,1,1,2018,1,1,0,0,156.51,670.853,RESIDENTIAL,367000
1974,183.19,1,1,1,17909,0,1,0,0,233.48,620.38,RESIDENTIAL,367000
1973,138.93,1,1,1,14407,1,1,0,0,196.6,637.727,RESIDENTIAL,367000
1977,140.85,0,1,1,1111,1,1,0,0,185.38,766.2,RESIDENTIAL,367000
1965,104.33,1,1,0,16605,1,1,0,0,153.24,561.31,RESIDENTIAL,367000
1958,106.35,1,1,0,15900,1,1,0,0,168.4,628.324,RESIDENTIAL,367000
1959,96.38,1,1,0,5904,1,1,0,0,132.15,510.859,RESIDENTIAL,367000
1955,88.4,1,1,0,6411,1,1,0,0,124.17,630.192,RESIDENTIAL,367000
1995,102.52,0,1,0,147,1,1,0,0,140.32,477.812,RESIDENTIAL,367000
1998,102.1,0,1,1,627,1,1,0,0,134.4,450.421,RESIDENTIAL,367000
2011,118.3,1,1,0,1104,1,1,0,0,155.51,322.567,RESIDENTIAL,367000
1954,134.44,1,1,0,12211,1,1,0,0,175.31,615.688,RESIDENTIAL,367000
1956,103.68,1,1,0,10252,1,1,0,0,146.56,566.379,RESIDENTIAL,367000
1999,90.2,0,1,0,1140,1,1,0,0,139.1,336,RESIDENTIAL,367000
1978,148.09,1,1,1,11,1,1,0,0,172.57,612.929,RESIDENTIAL,367000
2010,133.8,0,1,1,2015,1,1,0,0,173.9,299.84,RESIDENTIAL,367000
1996,104.91,0,1,0,1242,1,1,0,0,142.12,402.415,RESIDENTIAL,367000
1998,126.1,1,1,0,826,1,1,0,0,162.6,353.167,RESIDENTIAL,367000
2007,134.4,0,1,1,2339,1,1,0,0,169.3,331.765,RESIDENTIAL,367000
2013,136.4,0,0,0,3104,1,1,0,0,136.4,386.979,RESIDENTIAL,367000
1987,112.46,1,1,1,330,1,1,0,0,163.4,452.46,RESIDENTIAL,367000
2007,124.1,0,0,0,7814,1,1,0,0,124.1,322.591,RESIDENTIAL,367000
2014,143.1,0,1,1,2734,1,1,0,0,181.9,301.554,RESIDENTIAL,367000
1956,106.91,1,1,0,11315,1,1,0,0,151.44,598.368,RESIDENTIAL,367000
2012,126.3,0,1,0,823,1,1,0,0,163.51,234.745,RESIDENTIAL,367000
2004,125.2,0,1,0,20113,1,1,0,0,169.73,322.135,RESIDENTIAL,367000
1957,100.1,1,1,0,4712,1,1,0,0,132.93,643.908,RESIDENTIAL,366500
1960,88.57,1,1,0,5208,1,1,0,0,117.38,563.951,RESIDENTIAL,366500
1960,98.82,1,1,0,5212,1,1,0,0,130.21,568.567,RESIDENTIAL,366500
1978,196.47,0,0,0,17814,1,1,0,0,296.07,498.96,INDUSTRIAL,366500
1980,127.36,0,1,1,15804,1,1,0,0,170.24,578.368,RESIDENTIAL,366500
2007,116.07,0,1,1,16729,1,1,0,0,153.28,350.47,RESIDENTIAL,366500
1952,94.58,1,1,1,11303,1,1,0,0,135.45,694.363,RESIDENTIAL,366500
1970,154.03,0,1,0,3646,1,1,0,0,208.97,603.124,RESIDENTIAL,366500
1965,323.3,0,0,0,3829,0,1,0,0,323.3,557.182,COMMERCIAL,366500
2006,97.7,0,1,0,16785,1,1,0,0,134.8,353.979,RESIDENTIAL,366500
2006,111.4,0,1,1,1929,1,1,0,0,152.27,369.494,RESIDENTIAL,366500
1994,100.04,1,1,1,4212,1,1,0,0,153.33,457.55,RESIDENTIAL,366500
1980,148.62,0,1,1,5204,1,1,0,0,191.32,576.355,RESIDENTIAL,366500
1954,85.8,1,1,0,13548,1,1,0,0,134.71,627.466,RESIDENTIAL,366500
1997,97.9,0,1,1,5112,1,1,0,0,137.2,365.751,RESIDENTIAL,366500
1995,102.61,0,1,0,5573,1,1,0,0,139.46,437.003,RESIDENTIAL,366500
1970,122.36,1,1,1,8511,1,1,0,0,171.27,654.813,RESIDENTIAL,366500
1991,151.67,0,1,1,3528,1,1,0,0,188.88,448.43,RESIDENTIAL,366500
1987,117.5,1,1,1,12103,1,1,0,0,157.03,592.769,RESIDENTIAL,366500
2006,127.5,0,1,0,14012,1,1,0,0,164.71,305.453,RESIDENTIAL,366500
2003,140.7,0,1,1,14015,1,1,0,0,185.59,305.415,RESIDENTIAL,366500
1986,113,0,1,0,10692,1,1,0,0,113,523.6,MULTI-RES,366500
1989,104.8,0,1,1,7123,1,1,0,0,144.77,520.42,RESIDENTIAL,366500
1996,102.05,1,1,0,13339,1,1,0,0,140.82,447.675,RESIDENTIAL,366500
1992,99.17,0,1,0,5218,1,1,0,0,137.17,525.521,RESIDENTIAL,366500
2003,124.2,0,1,1,14003,1,1,0,0,169.09,347.262,RESIDENTIAL,366500
2011,114.9,0,1,0,3487,1,1,0,0,155.86,329.988,RESIDENTIAL,366500
2007,131.7,0,1,0,4619,1,1,0,0,168.9,350.474,RESIDENTIAL,366500
2004,127.4,0,1,0,3739,1,1,0,0,164.2,363.043,RESIDENTIAL,366500
2013,149.2,0,1,0,14017,1,1,0,0,173.7,425.035,RESIDENTIAL,366500
1997,127.3,0,1,0,11512,1,1,0,0,162.7,403.546,RESIDENTIAL,366500
1977,110.06,1,1,0,6404,1,1,0,0,172.47,605.039,RESIDENTIAL,366500
2014,138.7,0,1,0,552,1,1,0,0,164.4,263.411,RESIDENTIAL,366500
2014,138.7,0,1,0,554,1,1,0,0,164.4,262.607,RESIDENTIAL,366500
2014,138.7,0,1,0,556,1,1,0,0,164.4,262.172,RESIDENTIAL,366500
1984,112.88,0,1,0,6004,1,1,0,0,145.71,555.759,RESIDENTIAL,366500
1978,120.18,0,1,1,6430,1,1,0,0,161.05,497.523,RESIDENTIAL,366500
1992,100.24,0,1,1,7011,1,1,0,0,139.24,378.088,RESIDENTIAL,366500
2010,133.1,0,1,1,4914,1,1,0,0,171.5,325.677,RESIDENTIAL,366500
1983,101.72,1,1,1,11128,1,1,0,0,140.15,582.141,RESIDENTIAL,366500
1978,113.15,1,1,1,8131,1,1,0,0,166.83,673.246,RESIDENTIAL,366500
1987,108.15,0,1,1,8515,1,1,0,0,146.58,714.222,RESIDENTIAL,366500
1980,106.28,0,1,1,14520,1,1,0,0,157.2,613.355,RESIDENTIAL,366500
2012,133.5,0,0,0,1864,1,1,0,0,133.5,343.597,RESIDENTIAL,366500
1979,146.91,0,1,1,4551,1,1,0,0,187.78,522.261,RESIDENTIAL,366500
1978,109.82,1,1,0,6215,1,1,0,0,174.6,542.292,RESIDENTIAL,366500
1991,118,0,1,0,3204,1,1,0,0,118,631.21,MULTI-RES,366500
1991,116,0,1,1,3246,1,1,0,0,116,545.209,MULTI-RES,366500
1991,116,0,1,1,3248,1,1,0,0,116,545.209,MULTI-RES,366500
1991,116,0,1,1,3258,1,1,0,0,116,545.209,MULTI-RES,366500
1991,116,0,1,1,3260,1,1,0,0,116,545.209,MULTI-RES,366500
1973,128.7,0,1,1,8823,1,1,0,0,181.99,767.565,RESIDENTIAL,366500
1992,104.85,0,1,1,1152,1,1,0,0,138.4,562.34,RESIDENTIAL,366500
1990,100.29,1,1,1,1411,1,1,0,0,139.97,488.31,RESIDENTIAL,366500
1956,104.09,1,1,1,10508,1,1,0,0,135.48,583.587,RESIDENTIAL,366500
1978,111.02,1,1,0,2008,1,1,0,0,155.55,547.387,RESIDENTIAL,366500
1987,112.58,0,1,1,2031,1,1,0,0,161.49,570.031,RESIDENTIAL,366500
1978,151.2,0,1,1,1521,1,1,0,0,193.29,618.47,RESIDENTIAL,366500
1989,117.43,0,1,0,19043,1,1,0,0,153.15,514.32,RESIDENTIAL,366500
1970,145.29,1,1,1,15207,1,1,0,0,190.18,594.425,RESIDENTIAL,366500
1977,136.8,0,1,1,1035,1,1,0,0,185.71,557.204,RESIDENTIAL,366500
1973,124.16,1,1,0,4008,1,1,0,0,153.83,683.196,RESIDENTIAL,366500
1973,128.07,0,1,0,4048,1,1,0,0,156.88,737.546,RESIDENTIAL,366500
1968,142.4,1,1,0,15720,1,1,0,0,166.9,598.931,RESIDENTIAL,366500
1975,113.81,1,1,1,18603,1,1,0,0,140.61,668.448,RESIDENTIAL,366500
1972,128.15,1,1,1,3455,1,1,0,0,157.35,601.685,RESIDENTIAL,366500
1975,172.83,1,1,1,1116,1,1,0,0,235.24,572.09,RESIDENTIAL,366500
1978,111.02,1,1,1,3440,1,1,0,0,164.31,598.13,RESIDENTIAL,366500
1985,105.15,0,1,1,19007,1,1,0,0,138.7,434.144,RESIDENTIAL,366500
1955,93.44,1,1,0,6420,1,1,0,0,129.21,600.71,RESIDENTIAL,366500
1955,91.5,1,1,0,6615,1,1,0,0,122.89,510.634,RESIDENTIAL,366500
1955,91.5,1,1,0,6724,1,1,0,0,131.65,510.734,RESIDENTIAL,366500
1955,91.5,1,1,0,6807,1,1,0,0,124.33,561.913,RESIDENTIAL,366500
1960,96.44,1,1,0,15916,1,1,0,1,154.11,520.975,RESIDENTIAL,366500
1962,93.2,1,1,1,5803,1,1,0,0,134.07,557.587,RESIDENTIAL,366500
1960,102.92,1,1,0,5916,1,1,0,0,151.83,510.823,RESIDENTIAL,366500
2010,133.2,0,1,1,2141,1,1,0,0,170.41,307.655,RESIDENTIAL,366500
1956,97.5,1,1,0,10240,1,1,0,0,126.31,633.606,RESIDENTIAL,366500
1978,112.22,1,1,1,5406,1,1,0,0,141.03,623.623,RESIDENTIAL,366500
2011,136.6,0,0,1,239,1,1,0,0,136.6,338.432,RESIDENTIAL,366500
2011,126.4,0,1,0,630,1,1,0,0,163.61,304.418,RESIDENTIAL,366500
1992,109,1,1,1,164,1,1,0,0,109,438.729,MULTI-RES,366500
2006,121.8,0,0,1,9211,1,1,0,0,121.8,323.624,RESIDENTIAL,366500
2012,130.9,0,1,1,3822,1,1,0,0,155.3,258.641,RESIDENTIAL,366500
2003,117.5,1,1,0,21350,1,1,0,0,158.4,331.738,RESIDENTIAL,366500
1986,113.65,0,1,0,15428,1,1,0,0,154.52,537.05,RESIDENTIAL,366000
1933,90.07,1,1,0,9604,0,1,0,0,110.42,698.793,RESIDENTIAL,366000
1977,110.66,1,1,1,17318,1,1,0,0,159.57,561.84,RESIDENTIAL,366000
1953,109.37,1,1,0,11724,1,1,0,0,161.37,650.049,RESIDENTIAL,366000
1983,102.95,1,1,1,4720,1,1,0,0,140.75,464.579,RESIDENTIAL,366000
1982,118.81,0,1,1,1907,1,1,0,0,157.67,599.122,RESIDENTIAL,366000
2006,99,0,1,1,16725,1,1,0,0,136.1,349.857,RESIDENTIAL,366000
1979,161.12,1,1,1,15918,1,1,0,0,199.98,521.353,RESIDENTIAL,366000
1981,133.57,1,1,1,15712,1,1,0,0,175.91,607.773,RESIDENTIAL,366000
2003,110.4,0,1,0,1606,1,1,0,0,163.69,377.329,RESIDENTIAL,366000
2013,147.2,0,1,0,17141,1,1,0,0,171.7,500.892,RESIDENTIAL,366000
1961,119.09,1,1,1,9411,1,1,0,0,172.38,724.466,RESIDENTIAL,366000
1976,111.29,1,1,1,3108,1,1,0,0,164.58,592.923,RESIDENTIAL,366000
1984,117.98,0,1,1,11520,1,1,0,0,159.52,520.737,RESIDENTIAL,366000
1989,105.28,0,1,0,5023,1,1,0,0,143.1,502.5,RESIDENTIAL,366000
1972,151.36,1,1,1,8320,1,1,0,0,179.1,546.728,RESIDENTIAL,366000
1979,109.4,1,1,1,5206,1,1,0,0,167.07,555.054,RESIDENTIAL,366000
1979,110.48,1,1,1,5306,1,1,0,0,168.15,530.959,RESIDENTIAL,366000
2004,94.3,0,1,1,14067,1,1,0,0,139.19,305.467,RESIDENTIAL,366000
1985,106.05,1,1,1,8004,1,1,0,0,143.26,531.172,RESIDENTIAL,366000
1989,106.24,0,1,1,7007,1,1,0,0,144.02,520.2,RESIDENTIAL,366000
1989,104.8,0,1,1,7107,1,1,0,0,142.88,535.6,RESIDENTIAL,366000
1990,103.54,0,1,0,7004,1,1,0,0,140.97,502.42,RESIDENTIAL,366000
2007,93.6,1,1,1,3906,1,1,0,0,130.81,363.642,RESIDENTIAL,366000
1979,152.03,0,1,1,11211,1,1,0,0,194.37,537.436,RESIDENTIAL,366000
1976,113.9,1,1,1,8612,1,1,0,0,185.44,652.306,RESIDENTIAL,366000
2007,131.7,0,1,0,4713,1,1,0,0,168.91,348.211,RESIDENTIAL,366000
1965,118.7,1,1,0,9303,1,1,0,0,151.53,550.793,RESIDENTIAL,366000
1964,105.39,1,1,1,9315,1,1,0,0,154.3,510.633,RESIDENTIAL,366000
2003,138.7,1,1,0,8049,1,1,1,0,173.2,311.2,RESIDENTIAL,366000
1979,106.42,1,1,1,6308,1,1,0,0,164.09,655.782,RESIDENTIAL,366000
1978,222.03,0,0,0,10608,1,1,0,1,222.03,408.294,INDUSTRIAL,366000
1978,222.03,0,0,0,10612,1,1,0,1,222.03,408.294,INDUSTRIAL,366000
1978,222.03,0,0,0,10614,1,1,0,1,222.03,408.294,INDUSTRIAL,366000
1978,222.03,0,0,0,10616,1,1,0,1,222.03,408.294,INDUSTRIAL,366000
1972,118.85,1,1,1,8619,1,1,0,0,167.76,595.613,RESIDENTIAL,366000
1974,176.34,0,1,1,8008,1,1,0,0,217.21,597.204,RESIDENTIAL,366000
1996,98.88,0,1,0,7632,1,1,0,0,137.78,399.922,RESIDENTIAL,366000
1993,88.06,1,1,0,7644,1,1,0,0,125.27,564.294,RESIDENTIAL,366000
1978,113.39,1,1,1,5217,1,1,0,0,162.3,617.309,RESIDENTIAL,366000
2012,131.1,0,1,1,11505,1,1,0,0,156.6,460.487,RESIDENTIAL,366000
2012,137.9,0,1,1,11506,1,1,0,0,163.6,379.18,RESIDENTIAL,366000
1989,105.78,0,1,1,7011,1,1,0,0,145.8,442.02,RESIDENTIAL,366000
2011,144.9,0,1,0,6008,1,1,0,0,167.8,409.702,RESIDENTIAL,366000
1980,116.14,0,1,1,14516,1,1,0,0,169.43,588.778,RESIDENTIAL,366000
2011,116.2,0,1,0,5221,1,1,0,0,153.41,329.407,RESIDENTIAL,366000
1999,133.7,0,1,1,13410,1,1,0,0,171.5,415,RESIDENTIAL,366000
1979,148.11,0,1,1,4559,1,1,0,0,188.98,497.679,RESIDENTIAL,366000
1979,108.8,1,1,1,6215,1,1,0,0,166.47,575.274,RESIDENTIAL,366000
1991,104,1,1,0,3236,1,1,0,0,104,520.869,MULTI-RES,366000
1973,123.63,1,1,1,8804,1,1,0,0,181.3,638.379,RESIDENTIAL,366000
1976,103.05,1,1,1,13118,1,1,0,0,160.72,1160.459,RESIDENTIAL,366000
1990,106.24,0,1,1,1419,1,1,0,0,144.67,513.21,RESIDENTIAL,366000
1987,101.35,1,1,1,1759,1,1,0,0,138.56,702.064,RESIDENTIAL,366000
2010,130.8,0,0,0,120,1,1,0,0,130.8,347.988,RESIDENTIAL,366000
1960,107.75,1,1,0,9644,1,1,0,0,147.9,758.641,RESIDENTIAL,366000
1974,122.72,1,1,1,4323,1,1,0,0,175.65,534.911,RESIDENTIAL,366000
1974,125.91,1,1,0,4031,1,1,0,0,159.49,658.704,RESIDENTIAL,366000
1977,124.28,1,1,0,1153,1,1,0,0,153.68,699.845,RESIDENTIAL,366000
1974,112.5,1,1,1,4004,1,1,0,0,148.27,826.773,RESIDENTIAL,366000
1956,111,1,1,0,6904,1,1,0,0,159.91,590.496,RESIDENTIAL,366000
1974,120.35,0,1,1,17911,1,1,0,0,165.24,582.088,RESIDENTIAL,366000
1972,156.1,0,1,1,3428,1,1,0,0,200.63,641.332,RESIDENTIAL,366000
1974,122.38,1,1,0,4219,1,1,0,0,154.5,613.074,RESIDENTIAL,366000
1955,93.44,1,1,0,6408,1,1,0,0,126.27,587.435,RESIDENTIAL,366000
1974,120.11,0,1,1,4307,1,1,0,0,169.02,650.66,RESIDENTIAL,366000
1974,159.46,0,1,0,4312,1,1,0,0,204.35,691.09,RESIDENTIAL,366000
1975,112.18,1,1,1,4319,1,1,0,0,163.1,547.627,RESIDENTIAL,366000
1962,114.22,1,1,0,15712,1,1,0,0,147.05,531.22,RESIDENTIAL,366000
1964,99.86,1,1,0,16703,1,1,0,0,144.75,510.596,RESIDENTIAL,366000
1977,105.62,1,0,1,5505,1,1,0,0,128.4,274.14,RESIDENTIAL,366000
1949,68.25,1,1,0,7302,1,1,0,0,97.06,520.128,RESIDENTIAL,366000
1955,91.64,1,0,1,8208,1,1,0,0,91.64,531.29,RESIDENTIAL,366000
1958,96.38,0,1,0,15805,1,1,0,0,145.38,1007.633,RESIDENTIAL,366000
1954,82.9,1,1,0,8127,1,1,0,0,106.58,579.381,RESIDENTIAL,366000
1959,96.38,1,1,0,5204,1,1,0,0,136.53,730.964,RESIDENTIAL,366000
1969,190.92,0,0,0,7917,1,1,0,0,190.916,576.81343,INDUSTRIAL,366000
2013,137.9,0,1,0,7147,1,1,0,0,163.6,254.967,RESIDENTIAL,366000
2002,120.2,1,1,0,1322,1,1,0,0,157.41,321.121,RESIDENTIAL,366000
1994,114.35,0,1,0,1710,1,1,0,0,149.66,384.784,RESIDENTIAL,366000
1964,145,0,1,0,1535,1,1,0,0,185.87,356.609,RESIDENTIAL,366000
1959,108.72,1,1,0,295,1,1,0,0,166.39,712.147,RESIDENTIAL,366000
1963,98.21,0,0,0,11308,1,1,0,0,98.21,621.625,RESIDENTIAL,366000
1991,109,1,1,1,198,1,1,0,0,109,467.562,MULTI-RES,366000
2013,145.6,0,0,0,3136,1,1,0,0,145.6,268.875,RESIDENTIAL,366000
2014,142.9,0,1,1,2710,1,1,0,0,181.7,291.88,RESIDENTIAL,366000
2014,143,0,1,1,2716,1,1,0,0,181.8,292.201,RESIDENTIAL,366000
2014,142.9,0,1,1,2720,1,1,0,0,181.7,292,RESIDENTIAL,366000
2007,135.3,0,1,1,9456,1,1,0,0,175.7,331.016,RESIDENTIAL,366000
1979,113.37,1,1,0,15904,1,1,0,0,160.27,587.407,RESIDENTIAL,365500
1958,97.88,1,1,0,4516,1,1,0,0,139.68,551.711,RESIDENTIAL,365500
1958,97.96,1,1,0,4608,1,1,0,0,142.49,551.744,RESIDENTIAL,365500
1958,96.06,1,1,0,4635,1,1,0,0,144.25,599.599,RESIDENTIAL,365500
1986,116.92,0,1,1,15427,1,1,0,0,159.62,561.005,RESIDENTIAL,365500
1978,151.49,0,1,1,17320,1,1,0,0,192.36,561.85,RESIDENTIAL,365500
1956,95.3,1,1,0,6308,1,1,0,0,140.19,719.626,RESIDENTIAL,365500
1987,103.9,0,1,1,4611,1,1,0,0,142.94,626.52,RESIDENTIAL,365500
1986,109.98,0,1,1,4712,1,1,0,0,142.92,609.575,RESIDENTIAL,365500
1992,108.36,0,1,0,4440,1,1,0,0,149.23,473.03,RESIDENTIAL,365500
1959,131.67,1,1,0,15911,1,1,0,0,176.56,557.154,RESIDENTIAL,365500
1964,103.4,1,1,0,13535,1,1,0,0,156.33,666.728,RESIDENTIAL,365500
1956,103.58,0,1,0,11432,1,1,0,0,152.49,1001.555,RESIDENTIAL,365500
1980,129.49,0,1,1,15922,1,1,0,0,174.38,521.359,RESIDENTIAL,365500
1957,113.78,1,1,0,10410,1,1,0,0,158.31,720.802,RESIDENTIAL,365500
1957,114.31,1,1,1,10411,1,1,0,0,144.41,711.961,RESIDENTIAL,365500
1999,107.3,0,1,0,3714,1,1,0,0,141.8,435.195,RESIDENTIAL,365500
1968,109.22,1,1,1,5923,1,1,0,0,166.89,996.202,RESIDENTIAL,365500
2001,114.5,0,1,1,15030,1,1,0,0,163.41,428.411,RESIDENTIAL,365500
1979,85.84,0,1,1,2103,1,1,0,0,163.26,861.567,RESIDENTIAL,365500
2008,142.9,0,0,0,14027,1,1,0,0,142.9,305.371,RESIDENTIAL,365500
1983,107.08,1,1,0,3228,1,1,0,0,147.95,692.145,RESIDENTIAL,365500
1992,92.48,1,1,1,12707,1,1,0,0,126.03,654.471,RESIDENTIAL,365500
1976,121.24,0,1,1,11511,1,1,0,0,166.13,759.393,RESIDENTIAL,365500
1959,99.14,1,1,0,7933,1,1,0,0,148.05,594.834,RESIDENTIAL,365500
2004,138.4,0,1,0,3923,1,1,0,0,175.61,327.628,RESIDENTIAL,365500
2006,120.7,0,1,1,3924,1,1,0,0,173.99,381.913,RESIDENTIAL,365500
2005,122.7,1,1,0,3930,1,1,0,0,176.2,342.303,RESIDENTIAL,365500
1976,124.73,1,1,1,11420,1,1,0,0,173.64,615.091,RESIDENTIAL,365500
2013,152.9,0,1,1,5947,1,1,0,0,197.8,269.708,RESIDENTIAL,365500
1984,114.55,0,1,1,9315,1,1,0,0,163.46,622.738,RESIDENTIAL,365500
1976,123.05,1,1,0,10961,1,1,0,0,167.58,671.822,RESIDENTIAL,365500
1972,110.06,1,1,1,7608,1,1,0,0,158.97,585.152,RESIDENTIAL,365500
2014,137.9,0,1,0,604,1,1,0,0,163.6,261.278,RESIDENTIAL,365500
2014,137.9,0,1,0,606,1,1,0,0,163.6,261.766,RESIDENTIAL,365500
1973,118.85,1,1,1,8628,1,1,0,0,172.14,561.94,RESIDENTIAL,365500
1978,104.84,1,1,1,5114,1,1,0,0,161.79,510.038,RESIDENTIAL,365500
1975,161.64,0,1,1,8420,1,1,0,0,203.23,720.523,RESIDENTIAL,365500
1975,130.98,1,1,1,8713,1,1,0,0,184.27,663.569,RESIDENTIAL,365500
1978,121.8,0,1,1,7414,1,1,0,0,175.09,562.185,RESIDENTIAL,365500
1978,114.74,0,1,1,7020,1,1,0,0,178.18,670.541,RESIDENTIAL,365500
1993,93.79,1,1,1,7627,1,1,0,0,126.29,396.191,RESIDENTIAL,365500
2010,155.2,0,1,0,6020,1,1,0,0,177.9,290.234,RESIDENTIAL,365500
1980,127.17,1,1,1,14121,1,1,0,0,176.08,555.347,RESIDENTIAL,365500
1978,130.43,0,1,1,14221,1,1,0,0,171.3,643.637,RESIDENTIAL,365500
1978,109.52,1,1,1,13923,1,1,0,0,150.39,714.889,RESIDENTIAL,365500
1982,112.11,1,1,0,4532,1,1,0,0,161.02,525.397,RESIDENTIAL,365500
