effective_build_year,net_area,basement_finished,has_garage,has_fireplace,house_number,fully_taxable,building_count,walkout_basement,air_conditioning,tot_gross_area_description,lot_size,property_type,assessed_value
1981,97.4,1,0,1,3516,1,1,0,0,97.4,316.16,RESIDENTIAL,287500
1981,106.6,0,0,0,2110,1,1,0,0,106.6,404.01,RESIDENTIAL,287500
1976,109,0,1,1,17042,1,1,0,0,109,252.515,MULTI-RES,287500
1978,85.49,1,0,0,17955,1,1,0,0,85.49,379.664,RESIDENTIAL,287500
1963,93.44,1,1,0,16424,1,1,0,0,122.25,356.453,RESIDENTIAL,287500
1982,95.45,0,0,0,17924,1,1,0,0,95.45,369.54,RESIDENTIAL,287500
1920,94.01,0,1,0,9356,1,1,0,0,112.71,332.9,RESIDENTIAL,287500
2014,147.2,0,1,1,6955,1,1,0,0,186,414.532,RESIDENTIAL,287500
2003,92.7,1,0,0,1125,1,1,0,0,92.7,309.469,RESIDENTIAL,287500
2010,123.2,0,0,0,774,1,1,0,0,123.2,195.307,RESIDENTIAL,287500
2010,123.2,0,0,0,776,1,1,0,0,123.2,195.12,RESIDENTIAL,287500
1958,86.9,0,1,0,3602,1,1,0,0,127.77,557.258,RESIDENTIAL,287000
1980,104.06,0,0,0,3520,1,1,0,0,104.06,534.997,RESIDENTIAL,287000
1961,83.6,1,1,0,4402,1,1,0,0,136.53,575.064,RESIDENTIAL,287000
1978,96.41,0,0,0,14211,1,1,0,0,96.41,490.394,RESIDENTIAL,287000
1950,108.7,1,1,1,5915,1,1,0,0,157.61,513.905,RESIDENTIAL,287000
1953,89.48,1,0,0,13108,1,1,0,0,89.48,622.989,RESIDENTIAL,287000
1955,93.5,1,1,0,9404,1,1,0,0,138.03,580.115,RESIDENTIAL,287000
1954,85.8,1,1,0,13555,1,1,0,0,122.65,545.888,RESIDENTIAL,287000
1978,171.52,0,0,0,5712,1,1,0,0,171.52,295.43,INDUSTRIAL,287000
1978,171.52,0,0,0,5714,1,1,0,0,171.52,295.43,INDUSTRIAL,287000
1961,96.38,0,1,0,7704,1,1,0,0,145.29,571.572,RESIDENTIAL,287000
1958,97.28,1,1,0,8707,1,1,0,0,126.09,743.449,RESIDENTIAL,287000
1959,97.34,1,1,0,10315,1,1,0,0,126.15,531.247,RESIDENTIAL,287000
1990,102,0,1,0,7530,1,1,0,0,129,301.56,RESIDENTIAL,287000
1989,102,0,1,0,7515,1,1,0,0,129,321.1,RESIDENTIAL,287000
1989,102,1,1,0,7526,1,1,0,0,129,291.44,RESIDENTIAL,287000
1964,105.77,1,0,1,6107,1,1,0,0,105.77,544.317,RESIDENTIAL,287000
1972,107.18,0,1,0,5115,1,1,0,0,148.05,510.776,RESIDENTIAL,287000
2003,66.9,1,1,0,14017,1,1,0,0,90.9,392.569,RESIDENTIAL,287000
1981,105.5,1,0,0,5307,1,1,0,0,105.5,311.69,RESIDENTIAL,287000
1981,105.5,1,0,0,5309,1,1,0,0,105.5,311.79,RESIDENTIAL,287000
2012,117.2,0,1,0,5415,1,1,0,0,156.2,204.039,MULTI-RES,287000
1981,87.26,1,0,0,4530,1,1,0,0,87.26,359.844,RESIDENTIAL,287000
1981,86.68,0,0,0,1115,1,1,0,0,86.68,485.906,RESIDENTIAL,287000
1982,75.53,1,0,0,4109,1,1,0,0,75.53,381.9,RESIDENTIAL,287000
1967,86.9,1,1,0,14212,1,1,0,0,131.43,584.104,RESIDENTIAL,287000
1952,63.97,0,1,0,10119,1,1,0,0,103.49,377.972,RESIDENTIAL,287000
1974,105.56,1,1,0,4311,1,1,0,0,129.98,397.058,RESIDENTIAL,287000
1982,94.22,0,0,0,17918,1,1,0,0,94.22,387.629,RESIDENTIAL,287000
1986,94.1,0,1,0,185,1,1,0,0,94.1,441.936,MULTI-RES,287000
2010,124,0,0,0,758,1,1,0,0,124,199.717,RESIDENTIAL,287000
1958,74.83,1,1,0,16111,1,1,0,0,132.5,505.461,RESIDENTIAL,286500
1959,86.9,1,1,0,13532,1,1,0,0,115.71,500.548,RESIDENTIAL,286500
1958,86.9,1,1,0,3413,1,1,0,0,144.57,510.372,RESIDENTIAL,286500
1977,85.58,0,1,0,9606,1,1,0,0,130.58,377.641,RESIDENTIAL,286500
1958,97.85,1,1,0,5512,1,1,0,0,131.43,557.179,RESIDENTIAL,286500
2007,123.1,1,1,0,8807,1,1,0,0,142.01,232.387,MULTI-RES,286500
1979,122.6,0,1,1,9210,1,1,0,0,151.1,281.052,RESIDENTIAL,286500
1955,81.4,1,1,0,13543,1,1,0,0,122.27,545.88,RESIDENTIAL,286500
1975,99.68,0,1,0,4718,1,1,0,0,148.59,640.927,RESIDENTIAL,286500
1955,102.51,1,1,0,10419,1,1,0,0,133.9,591.061,RESIDENTIAL,286500
1975,99.68,0,1,1,3229,1,1,0,0,148.59,536.127,RESIDENTIAL,286500
1976,87.98,1,1,0,4716,1,1,0,0,128.85,535.664,RESIDENTIAL,286500
1967,86.9,1,1,0,5908,1,1,0,0,131.79,557.342,RESIDENTIAL,286500
1990,102,0,1,0,7537,1,1,0,0,129,389.06,RESIDENTIAL,286500
1990,102,0,1,0,7539,1,1,0,0,129,300.61,RESIDENTIAL,286500
1972,102.2,1,0,0,7719,1,1,0,0,102.2,371.519,RESIDENTIAL,286500
1981,92.36,0,0,0,5303,1,1,0,0,92.36,321.91,RESIDENTIAL,286500
1981,92.36,0,0,0,5313,1,1,0,0,92.36,321.8,RESIDENTIAL,286500
1981,92.36,0,0,0,5323,1,1,0,0,92.36,321.71,RESIDENTIAL,286500
1980,104.06,0,0,0,4912,1,1,0,0,104.06,467.365,RESIDENTIAL,286500
1981,67.64,1,1,0,4540,1,1,0,0,110.36,380.61,RESIDENTIAL,286500
1962,97.34,1,1,0,12026,1,1,0,0,126.15,575.321,RESIDENTIAL,286500
1961,84.96,1,1,0,11921,1,1,0,0,125.83,541.852,RESIDENTIAL,286500
1961,86.19,1,1,0,11933,1,1,0,0,126.34,541.97,RESIDENTIAL,286500
1981,92.36,0,0,0,2121,1,1,0,0,92.36,325.01,RESIDENTIAL,286500
1981,92.36,0,0,0,2123,1,1,0,0,92.36,325.01,RESIDENTIAL,286500
1996,135.169,0,0,0,8830,1,1,0,1,135.17,309.921,INDUSTRIAL,286500
1981,88.34,0,0,0,18419,1,1,0,0,88.34,424.331,RESIDENTIAL,286500
1988,93,1,1,0,17430,1,1,0,0,93,452.093,MULTI-RES,286500
1982,87,0,0,0,126,1,1,0,0,87,301.3,RESIDENTIAL,286500
2010,124,0,0,0,756,1,1,0,0,124,196.759,RESIDENTIAL,286500
1938,62.51,0,0,0,9620,0,1,0,0,62.51,696.098,RESIDENTIAL,286000
1919,126.1,1,1,0,11309,1,1,0,0,166.97,362.764,RESIDENTIAL,286000
1961,84.56,1,1,0,3621,1,1,0,0,117.39,557.811,RESIDENTIAL,286000
1978,170.63,0,0,0,5610,1,1,0,0,170.63,293.42,INDUSTRIAL,286000
1964,96.38,1,1,0,5704,1,1,0,0,132.15,557.498,RESIDENTIAL,286000
1989,102,0,1,0,7510,1,1,0,0,129,325.9,RESIDENTIAL,286000
1967,86.9,1,1,0,5815,1,1,0,0,135.81,557.193,RESIDENTIAL,286000
1981,116.02,0,0,1,3214,1,1,0,0,116.02,358.371,RESIDENTIAL,286000
1986,81.02,0,0,1,7403,1,1,0,0,81.02,355.93,RESIDENTIAL,286000
1981,105.38,0,0,0,5214,1,1,0,0,105.38,268.25,RESIDENTIAL,286000
1981,87.26,1,0,0,4532,1,1,0,0,87.26,365.09,RESIDENTIAL,286000
1980,104.06,0,0,0,1140,1,1,0,0,104.06,507.077,RESIDENTIAL,286000
1996,116.775,0,0,0,8874,1,1,0,1,116.775,309.921,INDUSTRIAL,286000
1976,109,1,1,1,17066,1,1,0,0,109,252.515,MULTI-RES,286000
1977,130.6,1,1,0,3205,1,1,0,0,159.8,345.605,RESIDENTIAL,286000
1979,98.08,1,1,0,15503,1,1,0,0,127.31,332.756,RESIDENTIAL,286000
1981,110.76,1,0,0,18412,1,1,0,0,110.76,363.669,RESIDENTIAL,286000
1981,110.76,1,0,0,18418,1,1,0,0,110.76,363.624,RESIDENTIAL,286000
1949,91.64,1,0,0,16514,1,1,0,0,91.64,510.669,RESIDENTIAL,285500
1958,98.06,0,0,0,16429,1,1,0,0,98.06,510.827,RESIDENTIAL,285500
1958,77.35,1,1,0,16016,1,1,0,0,106.16,557.25,RESIDENTIAL,285500
1952,85.28,0,0,0,11316,1,1,0,0,107.85,594.762,RESIDENTIAL,285500
1963,98.82,0,1,0,3647,1,1,0,0,125.22,547.991,RESIDENTIAL,285500
1958,96.38,0,1,0,3406,1,1,0,0,145.29,560.238,RESIDENTIAL,285500
1954,110.1,1,1,0,5907,1,1,0,0,141.49,494.614,RESIDENTIAL,285500
1958,96.38,1,1,0,3405,1,1,0,0,132.15,475.64,RESIDENTIAL,285500
1958,96.38,1,1,0,3406,1,1,0,0,145.29,651.655,RESIDENTIAL,285500
1979,119,0,1,0,8703,1,1,0,0,147.14,329.358,RESIDENTIAL,285500
1961,84.8,1,1,0,3518,1,1,0,0,144.43,513.191,RESIDENTIAL,285500
1981,119,1,1,0,7704,1,1,0,0,149.3,348.432,RESIDENTIAL,285500
1959,96.41,1,1,0,7503,1,1,0,0,140.94,511.225,RESIDENTIAL,285500
1960,115.29,0,1,0,10712,1,1,0,1,164.2,617.165,RESIDENTIAL,285500
1960,96.8,1,0,0,8007,1,1,0,0,96.8,579.259,RESIDENTIAL,285500
1964,108.44,0,1,0,10932,1,1,0,0,180.69,530.32,RESIDENTIAL,285500
1989,102,1,1,0,7522,1,1,0,0,129,265.45,RESIDENTIAL,285500
1972,96.77,1,0,0,8508,1,1,0,0,96.77,552.333,RESIDENTIAL,285500
1979,96.38,0,0,0,14224,1,1,0,0,96.38,492.8,RESIDENTIAL,285500
1981,86.12,1,0,0,4415,1,1,0,0,86.12,359.861,RESIDENTIAL,285500
1981,86.12,1,0,0,4527,1,1,0,0,86.12,359.844,RESIDENTIAL,285500
1981,80.17,1,0,0,4520,1,1,0,1,80.17,359.858,RESIDENTIAL,285500
1961,89.06,1,1,0,12034,1,1,0,0,124.83,575.507,RESIDENTIAL,285500
1981,100.72,0,0,1,3514,1,1,0,0,100.72,310.49,RESIDENTIAL,285500
2014,207.8,0,1,0,724,1,1,0,0,256.2,527.692,RESIDENTIAL,285500
1981,81.94,0,0,0,3224,1,1,0,0,81.94,396.192,RESIDENTIAL,285500
1980,79.52,1,0,0,18020,1,1,0,0,79.52,351.173,RESIDENTIAL,285500
2010,118,0,1,0,16903,1,1,0,0,154.7,202.89238,MULTI-RES,285500
2010,118,0,1,0,16909,1,1,0,0,154.7,202.89238,MULTI-RES,285500
2010,118,0,1,0,16911,1,1,0,0,154.7,202.89238,MULTI-RES,285500
2010,118,0,1,0,16917,1,1,0,0,154.7,202.89238,MULTI-RES,285500
1954,85.8,0,0,0,12260,1,1,0,0,85.8,633.119,RESIDENTIAL,285500
2011,54.999,0,0,0,2976,1,1,0,1,54.999,173.45126,INDUSTRIAL,285500
1982,88.28,0,0,0,104,1,1,0,0,88.28,347.66,RESIDENTIAL,285500
2010,123.2,0,0,0,748,1,1,0,0,123.2,195.007,RESIDENTIAL,285500
1959,91.64,1,0,0,16422,1,1,0,0,110.34,510.7,RESIDENTIAL,285000
1958,96.38,0,1,1,16442,1,1,0,0,127.77,510.838,RESIDENTIAL,285000
1916,126.92,1,1,0,11315,1,1,0,0,167.82,362.525,RESIDENTIAL,285000
1958,96.38,0,1,0,16131,1,1,0,0,149.67,590.26,RESIDENTIAL,285000
1993,124.2,0,1,0,3619,1,1,0,0,157,283.868,RESIDENTIAL,285000
1958,96.38,1,1,0,3433,1,1,0,0,132.15,464.447,RESIDENTIAL,285000
1959,97.7,1,1,0,3510,1,1,0,0,130.53,514.41,RESIDENTIAL,285000
2002,112.9,0,1,0,9005,1,1,0,0,134.1,218.48,MULTI-RES,285000
2002,112.9,0,1,0,9007,1,1,0,0,134.1,218.48,MULTI-RES,285000
1955,98.96,0,1,0,9304,1,1,0,0,147.87,484.752,RESIDENTIAL,285000
1955,87.08,1,1,0,13571,1,1,0,0,119.91,557.05,RESIDENTIAL,285000
1958,96.38,1,1,0,9227,1,1,0,0,129.21,531.459,RESIDENTIAL,285000
1958,96.38,1,1,0,9303,1,1,0,0,123.39,531.443,RESIDENTIAL,285000
2014,165.4,0,1,1,17504,1,1,0,0,205.3,403.172,RESIDENTIAL,285000
1959,80.3,1,1,1,6111,1,1,0,0,111.69,552.624,RESIDENTIAL,285000
1965,86.14,1,1,0,6216,1,1,0,0,121.91,568.892,RESIDENTIAL,285000
1989,102,0,1,0,7523,1,1,0,0,129,301.01,RESIDENTIAL,285000
1989,102,1,1,0,7524,1,1,0,0,129,259.6,RESIDENTIAL,285000
1964,84.53,1,1,0,5628,1,1,0,0,137.82,543.689,RESIDENTIAL,285000
1979,86.22,1,0,1,11403,1,1,0,0,86.22,750.704,RESIDENTIAL,285000
2003,66.9,1,1,0,14015,1,1,0,0,90.9,366.323,RESIDENTIAL,285000
1979,90.02,1,1,1,10203,1,1,0,0,138.93,495.757,RESIDENTIAL,285000
1972,102.2,1,0,0,7723,1,1,0,0,102.2,371.525,RESIDENTIAL,285000
1981,86.12,1,0,0,4427,1,1,0,0,86.12,359.78,RESIDENTIAL,285000
1981,80.24,1,0,1,4519,1,1,0,0,80.24,359.859,RESIDENTIAL,285000
1981,86.12,1,0,0,4523,1,1,0,0,86.12,359.854,RESIDENTIAL,285000
1981,105.5,1,0,0,4543,1,1,0,0,105.5,368.21,RESIDENTIAL,285000
1983,85.98,1,0,1,14820,1,1,0,0,85.98,483.65,RESIDENTIAL,285000
1981,106.55,0,0,0,2103,1,1,0,0,106.55,417.12,RESIDENTIAL,285000
1976,109,0,1,1,17074,1,1,0,0,109,252.515,MULTI-RES,285000
1977,130.6,1,1,0,3203,1,1,0,0,159.8,331.977,RESIDENTIAL,285000
1965,93.44,0,1,0,16440,1,1,0,0,137.97,382.228,RESIDENTIAL,285000
1979,128.1,0,0,0,4266,1,1,0,1,128.1,272.962,INDUSTRIAL,285000
1981,113.4,0,0,0,18422,1,1,0,0,113.4,319.423,RESIDENTIAL,285000
1981,91.02,0,0,0,18422,1,1,0,0,91.02,420.08,RESIDENTIAL,285000
1941,52.36,0,1,0,9602,1,1,0,0,74.93,376.22,RESIDENTIAL,285000
1974,99.68,0,1,0,87,1,1,0,0,148.59,644.313,RESIDENTIAL,285000
1976,105.53,0,0,0,8411,1,1,0,0,148.69,231.872,RESIDENTIAL,285000
1968,129,1,0,1,53,1,1,0,0,129,299.906,MULTI-RES,285000
1995,142.14,0,0,0,16514,1,1,0,1,142.14,305.8,COMMERCIAL,284500
1956,79.34,1,1,0,5604,1,1,0,0,104.13,656.814,RESIDENTIAL,284500
1975,124.03,0,0,0,5977,1,1,0,0,124.026,337.173,INDUSTRIAL,284500
1962,96.86,1,0,0,13404,1,1,0,0,96.86,319.651,RESIDENTIAL,284500
1979,88.55,0,1,0,14035,1,1,0,0,144.03,518.129,RESIDENTIAL,284500
1953,85.9,0,1,1,5643,1,1,0,0,143.57,502.947,RESIDENTIAL,284500
1940,142.068,1,1,0,8702,1,1,0,0,179.278,464.31,RESIDENTIAL,284500
1981,95.77,0,1,0,3903,1,1,0,0,138.65,364.893,RESIDENTIAL,284500
1962,92.78,1,1,0,9320,1,1,0,0,121.59,383.617,RESIDENTIAL,284500
1978,169.68,0,0,0,5612,1,1,0,0,169.68,292.07,INDUSTRIAL,284500
1965,89.06,1,1,0,5912,1,1,0,0,129.93,601.419,RESIDENTIAL,284500
1968,96.38,1,0,1,5504,1,1,0,0,96.38,557.073,RESIDENTIAL,284500
2003,66.9,1,1,0,14009,1,1,0,0,90.9,359.337,RESIDENTIAL,284500
1980,112.2,1,1,1,3524,1,1,0,0,148.04,325.848,RESIDENTIAL,284500
1979,108.29,1,0,0,4808,1,1,0,0,108.29,548.329,RESIDENTIAL,284500
1981,86.12,1,0,0,4503,1,1,0,0,86.12,359.781,RESIDENTIAL,284500
1978,102.3,1,1,0,5514,1,1,0,0,127.1,334.346,RESIDENTIAL,284500
1994,120.2,0,1,0,14643,1,1,0,0,153.14,310.963,MULTI-RES,284500
1983,98.98,0,0,0,18603,1,1,0,0,98.98,331.537,RESIDENTIAL,284500
1996,167.96,0,0,0,8860,1,1,0,0,167.963,310.604,INDUSTRIAL,284500
1978,108.34,0,0,0,3818,1,1,0,0,108.34,390.008,RESIDENTIAL,284500
1975,99.68,0,0,1,2032,1,1,0,0,99.68,639.401,RESIDENTIAL,284500
1982,94.81,1,0,0,17923,1,1,0,0,94.81,348.92,RESIDENTIAL,284500
1981,107,1,0,0,17403,1,1,0,0,107,242.904,MULTI-RES,284500
1971,96.02,0,1,0,14811,1,1,0,0,149.31,467.017,RESIDENTIAL,284500
1981,109.56,0,0,0,18306,1,1,0,0,109.56,370.908,RESIDENTIAL,284500
1981,107.65,1,0,0,18413,1,1,0,0,107.65,336.744,RESIDENTIAL,284500
1982,105.2,0,0,0,17948,1,1,0,0,105.2,582.655,RESIDENTIAL,284500
2014,150,0,1,1,4209,1,1,0,0,194.9,325.361,RESIDENTIAL,284500
1974,99.68,0,1,0,79,1,1,0,0,148.59,629.028,RESIDENTIAL,284500
1968,129,0,0,0,175,1,1,0,0,129,340.672,MULTI-RES,284500
1968,129,0,0,1,19,1,1,1,0,129,300.746,MULTI-RES,284500
1968,129,0,0,1,33,1,1,1,0,129,300.746,MULTI-RES,284500
1968,129,0,0,1,35,1,1,1,0,129,300.746,MULTI-RES,284500
1968,129,0,0,1,41,1,1,1,0,129,300.746,MULTI-RES,284500
2009,123.2,0,0,0,712,1,1,0,0,123.2,195.15,RESIDENTIAL,284500
2009,123.2,0,0,0,718,1,1,0,0,123.2,196.078,RESIDENTIAL,284500
2009,123.2,0,0,0,720,1,1,0,0,123.2,195.501,RESIDENTIAL,284500
2009,123.2,0,0,0,726,1,1,0,0,123.2,195.324,RESIDENTIAL,284500
1956,95.7,1,0,0,13612,1,1,0,0,95.7,349.231,RESIDENTIAL,284500
1980,87.62,0,0,0,3512,1,1,0,0,87.62,549.416,RESIDENTIAL,284000
1957,84.53,1,1,0,3826,1,1,0,0,137.82,525.364,RESIDENTIAL,284000
1957,94.9,1,1,0,8708,1,1,0,0,135.77,505.755,RESIDENTIAL,284000
1958,96.38,1,1,0,3425,1,1,0,0,125.19,474.381,RESIDENTIAL,284000
1971,97.84,1,1,0,8316,1,1,0,0,146.75,384.04,RESIDENTIAL,284000
1952,91.79,1,1,0,9532,1,1,0,0,140.7,734.566,RESIDENTIAL,284000
1977,114.9,0,1,0,12505,1,1,0,0,143.71,314.657,RESIDENTIAL,284000
1978,127,1,1,0,2714,1,1,0,0,127,315.363,MULTI-RES,284000
1966,84.68,1,1,0,5928,1,1,0,0,149.95,557.567,RESIDENTIAL,284000
1981,97.21,0,0,0,1924,1,1,0,0,97.21,490.395,RESIDENTIAL,284000
2003,66.9,1,1,0,14007,1,1,0,0,90.9,349.536,RESIDENTIAL,284000
2013,167.5,0,1,0,736,1,1,0,0,209.2,353.27,RESIDENTIAL,284000
2001,147.064,0,0,0,10740,1,1,0,0,126.994,285.1,INDUSTRIAL,284000
2002,127,0,0,0,10735,1,1,0,0,168.242,290.1,INDUSTRIAL,284000
2014,200.6,0,1,1,7732,1,1,0,0,240,452.356,RESIDENTIAL,284000
1981,104.45,1,0,0,5524,1,1,0,0,104.45,321.82,RESIDENTIAL,284000
1982,92.56,0,0,0,14512,1,1,0,0,92.56,488.975,RESIDENTIAL,284000
1984,82.04,0,0,0,4518,1,1,0,0,82.04,413.775,RESIDENTIAL,284000
2014,148,0,1,1,16731,1,1,0,0,186.8,387.177,RESIDENTIAL,284000
2014,148,0,1,1,16739,1,1,0,0,186.8,387.162,RESIDENTIAL,284000
1972,91.64,1,0,0,14012,1,1,0,0,91.64,557.41,RESIDENTIAL,284000
1981,106.6,0,0,0,2105,1,1,0,0,106.6,390.38,RESIDENTIAL,284000
1974,107.81,1,0,1,4307,1,1,0,0,107.81,394.607,RESIDENTIAL,284000
1982,93.18,0,0,0,18004,1,1,0,0,93.18,362.02,RESIDENTIAL,284000
1981,109.56,0,0,0,18308,1,1,0,0,109.56,368.518,RESIDENTIAL,284000
1981,110.76,0,0,0,18417,1,1,0,0,110.76,341.943,RESIDENTIAL,284000
2009,123,0,0,0,732,1,1,0,0,123,195.241,RESIDENTIAL,284000
1959,91.64,1,0,0,16431,1,1,0,0,91.64,510.661,RESIDENTIAL,283500
1983,87.91,0,1,1,3913,1,1,0,0,125.12,325.21,RESIDENTIAL,283500
1983,84.08,0,1,0,14011,1,1,0,0,121.29,490.906,RESIDENTIAL,283500
1958,96.38,1,1,0,3417,1,1,0,0,125.19,464.491,RESIDENTIAL,283500
1981,119,1,1,0,7706,1,1,0,0,149.3,348.347,RESIDENTIAL,283500
1978,121.14,1,1,1,8710,1,1,0,1,150.37,348.307,RESIDENTIAL,283500
1977,95.15,0,0,0,16024,1,1,0,0,95.15,689.599,RESIDENTIAL,283500
1979,88.64,0,0,0,3507,1,1,0,0,88.64,547.946,RESIDENTIAL,283500
1960,97.8,1,1,0,11820,1,1,0,0,127.69,559.931,RESIDENTIAL,283500
1967,86.9,0,1,0,5624,1,1,0,0,135.81,557.373,RESIDENTIAL,283500
1964,87.74,1,1,0,5615,1,1,0,0,128.61,557.35,RESIDENTIAL,283500
1966,90.83,1,1,1,5915,1,1,0,0,115.62,557.331,RESIDENTIAL,283500
1967,99.28,0,1,0,7111,1,1,0,0,148.19,556.952,RESIDENTIAL,283500
1968,100.04,1,0,0,7915,1,1,0,0,100.04,597.788,RESIDENTIAL,283500
1969,94.1,1,0,0,6204,1,1,0,0,94.1,754.924,RESIDENTIAL,283500
1975,97.55,0,0,1,12112,1,1,0,0,97.55,623.553,RESIDENTIAL,283500
1979,92.87,1,0,0,10111,1,1,0,0,92.87,375.304,RESIDENTIAL,283500
1979,93.68,1,0,0,10219,1,1,0,0,93.68,418.031,RESIDENTIAL,283500
1972,93.44,1,1,1,7811,1,1,0,0,116.01,371.711,RESIDENTIAL,283500
1978,92.72,0,1,0,13836,1,1,0,0,139.44,543.31,RESIDENTIAL,283500
1984,113.06,0,0,0,4520,1,1,0,0,113.06,396.786,RESIDENTIAL,283500
1976,116.7,0,1,0,13230,1,1,0,0,181.3,643.914,RESIDENTIAL,283500
1981,106.55,0,0,0,3211,1,1,0,0,106.55,386.11,RESIDENTIAL,283500
1994,119,0,1,0,14641,1,1,0,0,151.94,313.533,MULTI-RES,283500
1980,98.6,0,1,0,2110,1,1,0,0,131.43,417.965,RESIDENTIAL,283500
2014,144.3,0,1,1,2325,1,1,0,0,167.2,608.515,RESIDENTIAL,283500
1981,88.34,0,0,0,18403,1,1,0,0,88.34,367.12,RESIDENTIAL,283500
1981,106.6,1,0,0,18415,1,1,0,0,106.6,334.82,RESIDENTIAL,283500
1981,101.2,0,0,0,119,1,1,0,0,101.2,334.57,RESIDENTIAL,283500
1957,77.42,0,1,0,14417,1,1,0,0,118.29,486.94,RESIDENTIAL,283500
1945,56.05,1,0,0,7304,1,1,0,0,56.05,529.575,RESIDENTIAL,283000
1969,72.25,1,1,0,3307,1,1,0,0,97.04,557.338,RESIDENTIAL,283000
1932,127.51,0,1,0,12420,1,1,0,0,150.08,326.146,RESIDENTIAL,283000
1978,94,0,1,0,12204,1,1,0,0,94,327.252,MULTI-RES,283000
1978,94,0,1,0,12206,1,1,0,0,94,327.252,MULTI-RES,283000
1958,96.38,1,1,0,3414,1,1,0,0,127.77,464.346,RESIDENTIAL,283000
1952,93.68,1,1,0,12402,1,1,0,1,121.15,696.799,RESIDENTIAL,283000
1953,79.79,1,1,0,12919,1,1,0,0,102.36,701.899,RESIDENTIAL,283000
1979,122.6,0,1,1,9212,1,1,0,0,151.1,245.431,RESIDENTIAL,283000
1952,76.97,1,1,0,9204,1,1,0,0,130.26,1014.478,RESIDENTIAL,283000
1978,168.62,0,0,0,5614,1,1,0,0,168.62,290.06,INDUSTRIAL,283000
1958,86.9,1,1,0,10711,1,1,0,0,127.77,569.839,RESIDENTIAL,283000
1977,114.9,0,1,0,12503,1,1,0,0,143.71,305,RESIDENTIAL,283000
1965,85.8,1,1,0,5803,1,1,0,0,143.47,527.035,RESIDENTIAL,283000
1964,84.68,1,1,0,5632,1,1,0,0,137.97,557.426,RESIDENTIAL,283000
1966,90.55,1,1,0,5919,1,1,0,0,116.78,557.338,RESIDENTIAL,283000
1967,107.31,0,0,0,5931,1,1,0,0,107.31,598.962,RESIDENTIAL,283000
1969,96.38,0,1,1,6012,1,1,0,0,132.15,613.248,RESIDENTIAL,283000
1980,89.96,0,1,0,2514,1,1,0,0,125.73,392.258,RESIDENTIAL,283000
1968,107.42,0,0,0,8011,1,1,0,0,107.42,557.411,RESIDENTIAL,283000
2014,186.8,0,1,1,5966,1,1,0,0,219.5,266.354,MULTI-RES,283000
1973,83.6,1,1,0,7711,1,1,0,0,132.51,371.51,RESIDENTIAL,283000
2011,126.994,0,0,0,10782,1,1,0,0,126.994,300.29976,INDUSTRIAL,283000
2011,126.994,0,0,0,10786,1,1,0,0,126.994,300.29976,INDUSTRIAL,283000
2011,126.99,0,0,0,10792,1,1,0,0,126.994,300.29976,INDUSTRIAL,283000
1981,105.5,1,0,0,5218,1,1,0,0,105.5,291.68,RESIDENTIAL,283000
1977,90.62,0,1,0,13543,1,1,0,0,131.49,464.792,RESIDENTIAL,283000
1975,93.8,1,1,0,13109,1,1,0,0,151.47,501.954,RESIDENTIAL,283000
1981,120.64,0,0,1,14507,1,1,0,0,120.64,327.5,RESIDENTIAL,283000
1982,87.06,0,0,0,4531,1,1,0,0,87.06,370.898,RESIDENTIAL,283000
1984,86.21,0,0,0,3208,1,1,0,0,86.21,300.592,RESIDENTIAL,283000
1957,85.46,1,1,0,11933,1,1,0,0,143.08,575.382,RESIDENTIAL,283000
1974,96.32,0,0,0,3007,1,1,0,0,96.32,534.864,RESIDENTIAL,283000
1974,114.56,1,0,0,4303,1,1,0,0,114.56,450.546,RESIDENTIAL,283000
1983,85.4,0,0,0,15606,1,1,0,0,85.4,360.9,RESIDENTIAL,283000
1982,86.37,0,0,0,15621,1,1,0,0,86.37,388.841,RESIDENTIAL,283000
1970,95.78,1,0,0,15015,1,1,0,0,95.78,564.065,RESIDENTIAL,283000
2014,240,0,0,0,5616,1,1,0,0,240,901.921,RESIDENTIAL,283000
1968,129,0,0,1,25,1,1,1,0,129,300.746,MULTI-RES,283000
1968,129,0,0,1,27,1,1,1,0,129,300.746,MULTI-RES,283000
1958,96.38,0,1,0,16514,1,1,0,0,140.91,510.848,RESIDENTIAL,282500
1979,138.9,0,0,0,18045,1,1,0,1,183.49,315.624,INDUSTRIAL,282500
1961,100.56,0,1,0,13611,1,1,0,0,129.37,547.982,RESIDENTIAL,282500
1958,96.38,1,1,0,3434,1,1,0,0,135.24,464.385,RESIDENTIAL,282500
1955,104.86,1,0,0,10412,1,1,0,0,133.67,571.653,RESIDENTIAL,282500
1997,170.2,1,1,1,6912,1,1,0,0,205.7,212.158,MULTI-RES,282500
1964,90.89,0,1,0,7315,1,1,0,0,196.75,645.459,RESIDENTIAL,282500
1981,105.5,1,0,0,5212,1,1,0,0,105.5,285.05,RESIDENTIAL,282500
1977,75.02,1,0,0,8608,1,1,0,0,75.02,562.568,RESIDENTIAL,282500
1986,105.72,0,0,0,6807,1,1,0,0,105.72,371.503,RESIDENTIAL,282500
1981,120.64,0,0,1,14535,1,1,0,0,120.64,326.215,RESIDENTIAL,282500
1981,87.26,1,0,0,4518,1,1,0,0,87.26,359.865,RESIDENTIAL,282500
